Fecha,País,Número de vistas de página
18 oct 2021,Venezuela,1
18 oct 2021,Peru,1
18 oct 2021,Chile,1
19 oct 2021,Ecuador,4
19 oct 2021,Mexico,18
19 oct 2021,Peru,1
19 oct 2021,China,1
19 oct 2021,Paraguay,3
19 oct 2021,Argentina,109
19 oct 2021,Brazil,1
19 oct 2021,United States,1
20 oct 2021,Paraguay,9
20 oct 2021,India,1
20 oct 2021,United States,6
20 oct 2021,Argentina,188
20 oct 2021,Costa Rica,1
20 oct 2021,Spain,1
20 oct 2021,Bolivia,3
20 oct 2021,Ecuador,4
20 oct 2021,Panama,1
20 oct 2021,Ireland,4
21 oct 2021,Paraguay,4
21 oct 2021,Ecuador,8
21 oct 2021,Argentina,102
21 oct 2021,Mexico,3
21 oct 2021,Ireland,2
21 oct 2021,United States,5
21 oct 2021,Senegal,1
21 oct 2021,Colombia,1
21 oct 2021,Peru,1
22 oct 2021,Sweden,1
22 oct 2021,Guatemala,1
22 oct 2021,Argentina,134
22 oct 2021,Mexico,2
22 oct 2021,United States,1
23 oct 2021,Bolivia,2
23 oct 2021,Argentina,118
23 oct 2021,Ecuador,2
23 oct 2021,Spain,3
23 oct 2021,Brazil,18
24 oct 2021,Brazil,2
24 oct 2021,China,2
24 oct 2021,Argentina,149
24 oct 2021,(not set),2
24 oct 2021,United States,2
24 oct 2021,Peru,1
24 oct 2021,Colombia,1
24 oct 2021,Bolivia,1
24 oct 2021,Mexico,5
25 oct 2021,Argentina,187
25 oct 2021,Puerto Rico,2
25 oct 2021,United States,4
25 oct 2021,Chile,1
25 oct 2021,Ireland,2
25 oct 2021,Colombia,1
25 oct 2021,Mexico,1
26 oct 2021,United States,4
26 oct 2021,Panama,2
26 oct 2021,Mexico,6
26 oct 2021,Chile,1
26 oct 2021,Spain,4
26 oct 2021,China,1
26 oct 2021,Argentina,168
26 oct 2021,Brazil,1
26 oct 2021,Paraguay,1
27 oct 2021,Colombia,4
27 oct 2021,Chile,1
27 oct 2021,Argentina,89
27 oct 2021,Mexico,1
27 oct 2021,Peru,4
27 oct 2021,Paraguay,28
27 oct 2021,Spain,3
27 oct 2021,Italy,22
28 oct 2021,Paraguay,1
28 oct 2021,Colombia,1
28 oct 2021,Peru,2
28 oct 2021,Germany,1
28 oct 2021,Argentina,154
28 oct 2021,Brazil,1
29 oct 2021,Mexico,2
29 oct 2021,Spain,3
29 oct 2021,Venezuela,1
29 oct 2021,United States,3
29 oct 2021,Brazil,3
29 oct 2021,Argentina,105
29 oct 2021,Bolivia,1
30 oct 2021,Colombia,1
30 oct 2021,Mexico,2
30 oct 2021,Argentina,105
30 oct 2021,Spain,2
30 oct 2021,Bolivia,2
30 oct 2021,Panama,1
30 oct 2021,Peru,1
31 oct 2021,Canada,5
31 oct 2021,Spain,1
31 oct 2021,Mexico,1
31 oct 2021,United States,7
31 oct 2021,Paraguay,3
31 oct 2021,Argentina,116
31 oct 2021,Brazil,1
1 nov 2021,United States,8
1 nov 2021,Spain,1
1 nov 2021,Colombia,1
1 nov 2021,Peru,1
1 nov 2021,Uruguay,1
1 nov 2021,Argentina,107
1 nov 2021,Paraguay,1
1 nov 2021,Sweden,2
2 nov 2021,Spain,3
2 nov 2021,Brazil,1
2 nov 2021,Bolivia,1
2 nov 2021,Ireland,1
2 nov 2021,Paraguay,1
2 nov 2021,United States,1
2 nov 2021,Argentina,99
3 nov 2021,Argentina,109
3 nov 2021,Dominican Republic,2
3 nov 2021,Peru,2
3 nov 2021,Mexico,5
3 nov 2021,Guatemala,1
3 nov 2021,Spain,2
3 nov 2021,Colombia,4
4 nov 2021,Ireland,4
4 nov 2021,United States,4
4 nov 2021,Argentina,108
4 nov 2021,Ecuador,1
4 nov 2021,Mexico,7
4 nov 2021,China,1
5 nov 2021,China,1
5 nov 2021,Argentina,72
5 nov 2021,Mexico,1
5 nov 2021,Brazil,5
5 nov 2021,United States,1
5 nov 2021,Paraguay,1
6 nov 2021,Paraguay,1
6 nov 2021,Argentina,33
6 nov 2021,Mexico,1
7 nov 2021,Cuba,8
7 nov 2021,Spain,1
7 nov 2021,Colombia,1
7 nov 2021,Paraguay,1
7 nov 2021,China,1
7 nov 2021,Chile,1
7 nov 2021,Argentina,42
8 nov 2021,China,1
8 nov 2021,Peru,1
8 nov 2021,Colombia,2
8 nov 2021,France,2
8 nov 2021,Argentina,81
8 nov 2021,Spain,1
8 nov 2021,Paraguay,2
8 nov 2021,Ecuador,1
9 nov 2021,United States,2
9 nov 2021,Chile,1
9 nov 2021,Argentina,94
10 nov 2021,Argentina,47
10 nov 2021,Mexico,3
11 nov 2021,Guatemala,1
11 nov 2021,Argentina,84
11 nov 2021,Ecuador,1
11 nov 2021,United States,1
11 nov 2021,Spain,8
12 nov 2021,(not set),1
12 nov 2021,Ireland,1
12 nov 2021,Argentina,125
12 nov 2021,Costa Rica,1
12 nov 2021,Cuba,1
12 nov 2021,Bolivia,9
12 nov 2021,United States,1
12 nov 2021,Spain,10
13 nov 2021,Argentina,17
14 nov 2021,Brazil,14
14 nov 2021,Mexico,1
14 nov 2021,Ireland,1
14 nov 2021,Germany,1
14 nov 2021,Argentina,32
15 nov 2021,Colombia,1
15 nov 2021,Spain,7
15 nov 2021,Brazil,23
15 nov 2021,Paraguay,2
15 nov 2021,Argentina,64
16 nov 2021,Paraguay,10
16 nov 2021,Argentina,33
16 nov 2021,Spain,4
16 nov 2021,Mexico,2
16 nov 2021,United States,8
17 nov 2021,Argentina,40
17 nov 2021,Uruguay,1
17 nov 2021,Mexico,1
17 nov 2021,Brazil,3
17 nov 2021,Spain,13
17 nov 2021,Sweden,1
18 nov 2021,Peru,5
18 nov 2021,Argentina,109
18 nov 2021,Paraguay,1
18 nov 2021,Spain,5
18 nov 2021,Venezuela,1
19 nov 2021,Argentina,171
19 nov 2021,Uruguay,2
19 nov 2021,United States,3
19 nov 2021,China,1
19 nov 2021,Peru,2
19 nov 2021,El Salvador,2
20 nov 2021,Spain,2
20 nov 2021,Chile,28
20 nov 2021,Argentina,12
20 nov 2021,Uruguay,1
20 nov 2021,Mexico,1
20 nov 2021,Paraguay,1
21 nov 2021,Mexico,1
21 nov 2021,Canada,1
21 nov 2021,Hungary,1
21 nov 2021,Argentina,35
22 nov 2021,Spain,1
22 nov 2021,Peru,1
22 nov 2021,Mexico,2
22 nov 2021,United States,2
22 nov 2021,Argentina,72
22 nov 2021,Ecuador,1
23 nov 2021,Indonesia,1
23 nov 2021,Peru,1
23 nov 2021,Belgium,1
23 nov 2021,Austria,1
23 nov 2021,Argentina,107
23 nov 2021,Spain,6
24 nov 2021,China,1
24 nov 2021,Argentina,85
24 nov 2021,Paraguay,5
24 nov 2021,Colombia,1
24 nov 2021,Cuba,2
25 nov 2021,Paraguay,4
25 nov 2021,United Kingdom,1
25 nov 2021,Spain,1
25 nov 2021,Guatemala,1
25 nov 2021,Peru,2
25 nov 2021,United States,1
25 nov 2021,Argentina,109
25 nov 2021,Colombia,1
25 nov 2021,Mexico,1
25 nov 2021,Chile,1
25 nov 2021,Brazil,10
26 nov 2021,Argentina,73
26 nov 2021,China,1
26 nov 2021,Spain,1
26 nov 2021,Germany,1
26 nov 2021,Mexico,6
26 nov 2021,Bolivia,1
27 nov 2021,Peru,1
27 nov 2021,Bolivia,1
27 nov 2021,Argentina,19
27 nov 2021,Panama,2
28 nov 2021,Peru,1
28 nov 2021,Argentina,64
28 nov 2021,Colombia,3
28 nov 2021,United States,1
28 nov 2021,Panama,2
29 nov 2021,Germany,1
29 nov 2021,Argentina,44
29 nov 2021,Bolivia,2
29 nov 2021,Colombia,2
30 nov 2021,Peru,1
30 nov 2021,Argentina,67
30 nov 2021,Mexico,3
30 nov 2021,Ecuador,1
30 nov 2021,Bolivia,2
30 nov 2021,Colombia,1
1 dic 2021,Ecuador,1
1 dic 2021,United States,4
1 dic 2021,Paraguay,2
1 dic 2021,Argentina,46
1 dic 2021,Mexico,1
2 dic 2021,United States,2
2 dic 2021,Argentina,55
2 dic 2021,Peru,1
2 dic 2021,Mexico,1
3 dic 2021,Argentina,40
3 dic 2021,Ecuador,1
3 dic 2021,Mexico,7
3 dic 2021,Peru,18
4 dic 2021,Peru,1
4 dic 2021,Mexico,3
4 dic 2021,United States,1
4 dic 2021,Argentina,27
5 dic 2021,United States,4
5 dic 2021,Peru,2
5 dic 2021,Argentina,83
5 dic 2021,Mexico,1
6 dic 2021,Costa Rica,1
6 dic 2021,Chile,3
6 dic 2021,Colombia,1
6 dic 2021,Puerto Rico,1
6 dic 2021,United States,4
6 dic 2021,Mexico,1
6 dic 2021,Argentina,149
7 dic 2021,United States,2
7 dic 2021,Cuba,3
7 dic 2021,Argentina,199
7 dic 2021,Paraguay,2
7 dic 2021,Mexico,3
7 dic 2021,Peru,1
8 dic 2021,Argentina,56
8 dic 2021,El Salvador,2
8 dic 2021,Bolivia,3
8 dic 2021,Peru,1
9 dic 2021,Venezuela,1
9 dic 2021,United States,4
9 dic 2021,Peru,2
9 dic 2021,France,1
9 dic 2021,El Salvador,1
9 dic 2021,Argentina,97
10 dic 2021,Uruguay,4
10 dic 2021,Hungary,1
10 dic 2021,Israel,1
10 dic 2021,Ecuador,1
10 dic 2021,Switzerland,1
10 dic 2021,Canada,1
10 dic 2021,Dominican Republic,1
10 dic 2021,Peru,2
10 dic 2021,Colombia,1
10 dic 2021,Spain,6
10 dic 2021,United States,3
10 dic 2021,Argentina,825
10 dic 2021,Brazil,2
11 dic 2021,Colombia,1
11 dic 2021,Norway,1
11 dic 2021,Argentina,126
11 dic 2021,United States,2
11 dic 2021,(not set),1
11 dic 2021,Mexico,2
11 dic 2021,Nicaragua,5
12 dic 2021,Colombia,1
12 dic 2021,Brazil,1
12 dic 2021,Argentina,87
12 dic 2021,Peru,2
12 dic 2021,United States,3
12 dic 2021,Mexico,1
13 dic 2021,Ecuador,1
13 dic 2021,Argentina,547
13 dic 2021,United States,1
13 dic 2021,Colombia,1
13 dic 2021,Bolivia,1
13 dic 2021,Uruguay,1
14 dic 2021,United States,1
14 dic 2021,Brazil,2
14 dic 2021,Argentina,168
14 dic 2021,Germany,2
14 dic 2021,Colombia,1
14 dic 2021,United Kingdom,1
14 dic 2021,Mexico,26
15 dic 2021,Argentina,192
15 dic 2021,United States,6
15 dic 2021,Venezuela,1
15 dic 2021,Finland,1
16 dic 2021,Brazil,3
16 dic 2021,Paraguay,1
16 dic 2021,Argentina,159
16 dic 2021,United States,5
16 dic 2021,Peru,1
17 dic 2021,Argentina,66
17 dic 2021,Greece,1
17 dic 2021,United States,3
18 dic 2021,(not set),3
18 dic 2021,Peru,1
18 dic 2021,Brazil,34
18 dic 2021,Argentina,16
18 dic 2021,United States,2
19 dic 2021,United States,2
19 dic 2021,Argentina,58
19 dic 2021,Spain,1
20 dic 2021,Guatemala,2
20 dic 2021,Argentina,125
20 dic 2021,Colombia,1
20 dic 2021,Germany,1
21 dic 2021,Argentina,121
21 dic 2021,Mexico,3
21 dic 2021,Colombia,1
22 dic 2021,Argentina,83
22 dic 2021,Cuba,3
22 dic 2021,United States,1
23 dic 2021,Peru,1
23 dic 2021,Chile,1
23 dic 2021,Paraguay,1
23 dic 2021,Argentina,34
24 dic 2021,China,2
24 dic 2021,United States,4
24 dic 2021,Argentina,3
25 dic 2021,United States,1
25 dic 2021,Argentina,3
26 dic 2021,Argentina,67
26 dic 2021,United States,1
26 dic 2021,Colombia,1
26 dic 2021,Mexico,1
26 dic 2021,Switzerland,2
26 dic 2021,China,1
27 dic 2021,Ecuador,1
27 dic 2021,Brazil,1
27 dic 2021,Argentina,28
28 dic 2021,Argentina,16
28 dic 2021,Italy,1
28 dic 2021,China,1
29 dic 2021,Mexico,11
29 dic 2021,Ecuador,1
29 dic 2021,China,1
29 dic 2021,Colombia,1
29 dic 2021,United States,1
29 dic 2021,Argentina,99
29 dic 2021,Peru,1
29 dic 2021,Germany,1
30 dic 2021,Paraguay,11
30 dic 2021,Chile,1
30 dic 2021,Argentina,15
30 dic 2021,United States,6
31 dic 2021,United States,1
31 dic 2021,Argentina,4
31 dic 2021,Ireland,1
31 dic 2021,Paraguay,8
31 dic 2021,China,1
1 ene 2022,Bolivia,2
1 ene 2022,Argentina,6
1 ene 2022,United States,1
2 ene 2022,Sweden,1
2 ene 2022,China,2
2 ene 2022,United States,2
2 ene 2022,Argentina,20
2 ene 2022,Peru,1
2 ene 2022,Spain,1
2 ene 2022,United Kingdom,1
3 ene 2022,Cuba,1
3 ene 2022,Brazil,1
3 ene 2022,Peru,1
3 ene 2022,Argentina,58
3 ene 2022,Ukraine,1
3 ene 2022,United States,1
4 ene 2022,Brazil,1
4 ene 2022,United States,1
4 ene 2022,Peru,1
4 ene 2022,China,5
4 ene 2022,Argentina,22
4 ene 2022,Mexico,3
5 ene 2022,Ireland,1
5 ene 2022,Ecuador,3
5 ene 2022,Argentina,10
5 ene 2022,Mexico,7
6 ene 2022,United Kingdom,1
6 ene 2022,Argentina,13
6 ene 2022,Ireland,1
6 ene 2022,China,2
6 ene 2022,Mexico,1
6 ene 2022,United States,2
7 ene 2022,Dominican Republic,1
7 ene 2022,Argentina,18
7 ene 2022,Mexico,4
8 ene 2022,Argentina,23
8 ene 2022,China,2
8 ene 2022,Colombia,1
9 ene 2022,United States,4
9 ene 2022,Spain,1
9 ene 2022,Argentina,99
9 ene 2022,Sweden,1
9 ene 2022,Brazil,4
10 ene 2022,Brazil,1
10 ene 2022,Chile,1
10 ene 2022,Colombia,1
10 ene 2022,United States,7
10 ene 2022,Argentina,23
10 ene 2022,Mexico,1
11 ene 2022,China,2
11 ene 2022,Guatemala,1
11 ene 2022,Paraguay,1
11 ene 2022,Argentina,6
11 ene 2022,United States,2
11 ene 2022,(not set),1
11 ene 2022,Ireland,1
11 ene 2022,Uruguay,2
11 ene 2022,Germany,1
11 ene 2022,Mexico,1
11 ene 2022,Peru,2
11 ene 2022,Spain,4
11 ene 2022,Sweden,1
12 ene 2022,Ecuador,2
12 ene 2022,Brazil,1
12 ene 2022,Peru,1
12 ene 2022,Mexico,1
12 ene 2022,Spain,1
12 ene 2022,United States,1
12 ene 2022,Argentina,12
13 ene 2022,Argentina,17
13 ene 2022,China,1
13 ene 2022,France,2
13 ene 2022,Brazil,1
13 ene 2022,Mexico,1
13 ene 2022,Colombia,1
13 ene 2022,Paraguay,5
14 ene 2022,Ireland,2
14 ene 2022,United States,17
14 ene 2022,Argentina,25
14 ene 2022,Brazil,1
15 ene 2022,China,2
15 ene 2022,Argentina,13
15 ene 2022,United States,1
16 ene 2022,Mexico,1
16 ene 2022,United States,1
16 ene 2022,Peru,1
16 ene 2022,Argentina,17
17 ene 2022,Spain,1
17 ene 2022,Mexico,2
17 ene 2022,United States,1
17 ene 2022,Argentina,42
17 ene 2022,Colombia,2
18 ene 2022,Colombia,1
18 ene 2022,Argentina,14
18 ene 2022,United States,1
19 ene 2022,Puerto Rico,3
19 ene 2022,Brazil,2
19 ene 2022,China,1
19 ene 2022,Argentina,12
20 ene 2022,China,2
20 ene 2022,Chile,3
20 ene 2022,Mexico,15
20 ene 2022,Argentina,14
20 ene 2022,United States,1
21 ene 2022,Sweden,1
21 ene 2022,Paraguay,1
21 ene 2022,Argentina,13
21 ene 2022,Spain,2
21 ene 2022,United States,5
21 ene 2022,Bolivia,4
21 ene 2022,Ireland,1
21 ene 2022,Panama,1
22 ene 2022,Ireland,1
22 ene 2022,United States,1
22 ene 2022,Argentina,6
22 ene 2022,Paraguay,1
22 ene 2022,Spain,2
22 ene 2022,Mexico,6
23 ene 2022,Peru,2
23 ene 2022,Paraguay,1
23 ene 2022,Argentina,12
23 ene 2022,United States,1
23 ene 2022,China,1
23 ene 2022,Mexico,1
24 ene 2022,United States,4
24 ene 2022,Argentina,5
24 ene 2022,Germany,1
24 ene 2022,Cuba,1
25 ene 2022,Honduras,4
25 ene 2022,Peru,3
25 ene 2022,Argentina,38
25 ene 2022,China,2
25 ene 2022,Uruguay,1
25 ene 2022,United States,2
25 ene 2022,Mexico,1
26 ene 2022,Ecuador,3
26 ene 2022,Spain,1
26 ene 2022,Peru,1
26 ene 2022,United States,5
26 ene 2022,Mexico,10
26 ene 2022,Argentina,70
27 ene 2022,United States,1
27 ene 2022,Argentina,25
27 ene 2022,Mexico,1
27 ene 2022,Brazil,27
27 ene 2022,Paraguay,5
27 ene 2022,China,2
27 ene 2022,Spain,1
28 ene 2022,Argentina,42
28 ene 2022,Spain,3
28 ene 2022,Costa Rica,1
28 ene 2022,United States,1
28 ene 2022,Peru,1
29 ene 2022,Spain,1
29 ene 2022,Mexico,2
29 ene 2022,China,2
29 ene 2022,Argentina,22
29 ene 2022,Peru,10
30 ene 2022,Bolivia,2
30 ene 2022,Argentina,16
31 ene 2022,Spain,1
31 ene 2022,Argentina,25
31 ene 2022,Peru,2
31 ene 2022,Bolivia,7
31 ene 2022,China,3
1 feb 2022,Argentina,27
1 feb 2022,China,1
1 feb 2022,Spain,1
1 feb 2022,Ecuador,2
2 feb 2022,Argentina,35
2 feb 2022,Colombia,1
2 feb 2022,Spain,1
2 feb 2022,China,2
2 feb 2022,United States,1
2 feb 2022,Paraguay,1
2 feb 2022,Mexico,2
3 feb 2022,Argentina,20
3 feb 2022,Sweden,1
3 feb 2022,Peru,1
3 feb 2022,Mexico,1
3 feb 2022,Bolivia,1
3 feb 2022,Cuba,1
4 feb 2022,Mexico,4
4 feb 2022,Argentina,31
4 feb 2022,Dominican Republic,1
4 feb 2022,Peru,1
5 feb 2022,China,2
5 feb 2022,Argentina,37
5 feb 2022,Germany,1
6 feb 2022,Guatemala,2
6 feb 2022,Argentina,45
6 feb 2022,Peru,1
6 feb 2022,Paraguay,11
7 feb 2022,Argentina,84
7 feb 2022,United States,1
7 feb 2022,Peru,4
7 feb 2022,France,1
7 feb 2022,Brazil,15
7 feb 2022,China,2
7 feb 2022,(not set),1
7 feb 2022,Spain,2
8 feb 2022,Brazil,1
8 feb 2022,Nicaragua,1
8 feb 2022,United States,3
8 feb 2022,Spain,2
8 feb 2022,Venezuela,1
8 feb 2022,Argentina,82
8 feb 2022,Mexico,1
9 feb 2022,Cuba,1
9 feb 2022,Venezuela,1
9 feb 2022,China,3
9 feb 2022,Argentina,50
9 feb 2022,United States,1
9 feb 2022,Guatemala,1
9 feb 2022,Colombia,1
9 feb 2022,Spain,7
10 feb 2022,United States,4
10 feb 2022,Timor-Leste,1
10 feb 2022,Argentina,85
10 feb 2022,Peru,3
11 feb 2022,Brazil,2
11 feb 2022,Colombia,1
11 feb 2022,Argentina,41
11 feb 2022,China,2
11 feb 2022,Cuba,2
12 feb 2022,Mexico,2
12 feb 2022,Argentina,40
12 feb 2022,Colombia,1
12 feb 2022,Paraguay,4
12 feb 2022,Costa Rica,1
12 feb 2022,(not set),3
13 feb 2022,China,2
13 feb 2022,Germany,1
13 feb 2022,Argentina,17
14 feb 2022,Peru,1
14 feb 2022,United States,32
14 feb 2022,Argentina,56
14 feb 2022,Spain,1
15 feb 2022,Colombia,1
15 feb 2022,United States,2
15 feb 2022,Argentina,80
15 feb 2022,China,2
15 feb 2022,Mexico,3
15 feb 2022,Paraguay,1
16 feb 2022,Argentina,32
16 feb 2022,Paraguay,1
16 feb 2022,United States,1
16 feb 2022,Spain,2
16 feb 2022,Bolivia,11
16 feb 2022,Costa Rica,1
16 feb 2022,China,1
17 feb 2022,Colombia,4
17 feb 2022,Chile,2
17 feb 2022,Argentina,70
18 feb 2022,Ecuador,1
18 feb 2022,Chile,1
18 feb 2022,Argentina,47
18 feb 2022,Mexico,3
19 feb 2022,Brazil,1
19 feb 2022,Argentina,16
19 feb 2022,Mexico,1
19 feb 2022,Israel,1
19 feb 2022,United States,1
20 feb 2022,Argentina,20
20 feb 2022,Peru,1
20 feb 2022,Spain,1
21 feb 2022,France,1
21 feb 2022,Argentina,48
21 feb 2022,China,1
21 feb 2022,Mexico,4
21 feb 2022,Ecuador,1
22 feb 2022,China,1
22 feb 2022,Mexico,9
22 feb 2022,Peru,1
22 feb 2022,Argentina,101
22 feb 2022,United States,1
22 feb 2022,Brazil,1
22 feb 2022,Colombia,1
23 feb 2022,Ecuador,1
23 feb 2022,Dominican Republic,1
23 feb 2022,China,1
23 feb 2022,Honduras,1
23 feb 2022,Argentina,122
23 feb 2022,Spain,2
23 feb 2022,Mexico,8
24 feb 2022,Argentina,73
24 feb 2022,Cuba,1
24 feb 2022,United States,1
24 feb 2022,Paraguay,2
24 feb 2022,China,1
25 feb 2022,China,2
25 feb 2022,Argentina,69
25 feb 2022,United States,3
25 feb 2022,Ecuador,1
26 feb 2022,Argentina,39
26 feb 2022,China,1
26 feb 2022,Mexico,3
27 feb 2022,China,2
27 feb 2022,Argentina,17
27 feb 2022,Spain,1
27 feb 2022,Costa Rica,1
27 feb 2022,Paraguay,11
28 feb 2022,Spain,1
28 feb 2022,Mexico,3
28 feb 2022,Argentina,61
28 feb 2022,United States,8
1 mar 2022,Colombia,2
1 mar 2022,Argentina,43
1 mar 2022,Bolivia,1
1 mar 2022,China,3
2 mar 2022,Argentina,43
3 mar 2022,United States,3
3 mar 2022,Spain,1
3 mar 2022,Guatemala,1
3 mar 2022,Brazil,11
3 mar 2022,China,1
3 mar 2022,Mexico,3
3 mar 2022,Argentina,178
4 mar 2022,United States,1
4 mar 2022,Mexico,5
4 mar 2022,Cuba,1
4 mar 2022,Argentina,65
5 mar 2022,China,1
5 mar 2022,Argentina,41
5 mar 2022,Mexico,21
5 mar 2022,Türkiye,1
5 mar 2022,United States,2
6 mar 2022,Argentina,48
6 mar 2022,Spain,1
6 mar 2022,Peru,1
6 mar 2022,Colombia,3
6 mar 2022,Guatemala,2
6 mar 2022,China,5
7 mar 2022,Argentina,51
7 mar 2022,Spain,1
7 mar 2022,Germany,1
8 mar 2022,Bolivia,1
8 mar 2022,Colombia,1
8 mar 2022,Costa Rica,3
8 mar 2022,Argentina,17
9 mar 2022,Argentina,138
9 mar 2022,China,1
9 mar 2022,Cuba,1
9 mar 2022,Colombia,3
9 mar 2022,Chile,1
9 mar 2022,Mexico,6
10 mar 2022,China,1
10 mar 2022,United States,7
10 mar 2022,Brazil,8
10 mar 2022,Peru,1
10 mar 2022,Netherlands,3
10 mar 2022,Colombia,1
10 mar 2022,Argentina,496
11 mar 2022,Mexico,5
11 mar 2022,Bolivia,1
11 mar 2022,Colombia,2
11 mar 2022,Spain,1
11 mar 2022,Cuba,1
11 mar 2022,Paraguay,1
11 mar 2022,France,4
11 mar 2022,Brazil,1
11 mar 2022,China,1
11 mar 2022,Argentina,148
12 mar 2022,Argentina,80
12 mar 2022,Bolivia,3
12 mar 2022,Uruguay,1
12 mar 2022,China,1
12 mar 2022,Peru,1
12 mar 2022,Chile,1
13 mar 2022,Venezuela,2
13 mar 2022,Spain,3
13 mar 2022,Colombia,1
13 mar 2022,Argentina,33
13 mar 2022,Brazil,1
13 mar 2022,China,1
13 mar 2022,Poland,1
13 mar 2022,Mexico,2
14 mar 2022,Ecuador,1
14 mar 2022,Argentina,234
14 mar 2022,(not set),1
14 mar 2022,United States,1
14 mar 2022,Brazil,1
14 mar 2022,Bolivia,1
14 mar 2022,Peru,1
14 mar 2022,Mexico,1
15 mar 2022,China,4
15 mar 2022,Mexico,5
15 mar 2022,Argentina,159
15 mar 2022,Cuba,3
15 mar 2022,Brazil,15
15 mar 2022,Venezuela,4
16 mar 2022,Venezuela,2
16 mar 2022,Mexico,1
16 mar 2022,Paraguay,22
16 mar 2022,China,1
16 mar 2022,Spain,1
16 mar 2022,Bolivia,1
16 mar 2022,Argentina,155
16 mar 2022,United States,3
17 mar 2022,China,2
17 mar 2022,United States,4
17 mar 2022,Peru,1
17 mar 2022,Argentina,141
17 mar 2022,Venezuela,1
17 mar 2022,Bolivia,4
18 mar 2022,Argentina,153
18 mar 2022,Brazil,1
18 mar 2022,Venezuela,1
18 mar 2022,Bolivia,1
19 mar 2022,Argentina,38
19 mar 2022,China,4
19 mar 2022,Mexico,2
19 mar 2022,Spain,2
19 mar 2022,Paraguay,1
19 mar 2022,Venezuela,2
20 mar 2022,Ukraine,1
20 mar 2022,Mexico,1
20 mar 2022,Germany,1
20 mar 2022,Ecuador,1
20 mar 2022,United States,1
20 mar 2022,China,5
20 mar 2022,Peru,4
20 mar 2022,Brazil,1
20 mar 2022,Argentina,42
21 mar 2022,United States,1
21 mar 2022,Argentina,113
21 mar 2022,Paraguay,4
21 mar 2022,Spain,1
21 mar 2022,China,4
21 mar 2022,Sweden,1
21 mar 2022,Ukraine,1
21 mar 2022,Mexico,2
22 mar 2022,China,1
22 mar 2022,Argentina,95
22 mar 2022,Brazil,1
22 mar 2022,Bolivia,1
22 mar 2022,Spain,7
22 mar 2022,Ecuador,1
22 mar 2022,Italy,45
22 mar 2022,Peru,1
23 mar 2022,Ecuador,1
23 mar 2022,Ukraine,1
23 mar 2022,China,2
23 mar 2022,Spain,2
23 mar 2022,Colombia,1
23 mar 2022,Argentina,134
24 mar 2022,El Salvador,3
24 mar 2022,Chile,1
24 mar 2022,Argentina,188
24 mar 2022,Mexico,1
24 mar 2022,Spain,7
24 mar 2022,Colombia,1
24 mar 2022,United States,2
24 mar 2022,China,1
25 mar 2022,Brazil,1
25 mar 2022,Argentina,138
25 mar 2022,Italy,1
25 mar 2022,Spain,1
25 mar 2022,Peru,1
26 mar 2022,China,1
26 mar 2022,Guatemala,1
26 mar 2022,Argentina,91
26 mar 2022,France,1
27 mar 2022,Argentina,54
27 mar 2022,China,1
27 mar 2022,Chile,1
27 mar 2022,Colombia,1
27 mar 2022,Bolivia,1
27 mar 2022,Peru,1
27 mar 2022,Paraguay,25
27 mar 2022,Mexico,1
28 mar 2022,Uruguay,1
28 mar 2022,Colombia,3
28 mar 2022,China,2
28 mar 2022,Argentina,129
28 mar 2022,Mexico,1
28 mar 2022,Dominican Republic,1
29 mar 2022,Paraguay,18
29 mar 2022,Bolivia,2
29 mar 2022,Argentina,210
29 mar 2022,Brazil,3
29 mar 2022,Chile,1
29 mar 2022,Mexico,1
30 mar 2022,Guatemala,1
30 mar 2022,Argentina,316
30 mar 2022,China,2
30 mar 2022,Bolivia,1
30 mar 2022,Mexico,4
31 mar 2022,Ireland,1
31 mar 2022,United States,1
31 mar 2022,Argentina,74
31 mar 2022,Mexico,3
1 abr 2022,Mexico,10
1 abr 2022,Argentina,48
1 abr 2022,China,3
1 abr 2022,Paraguay,1
1 abr 2022,United States,3
2 abr 2022,China,8
2 abr 2022,Mexico,1
2 abr 2022,Argentina,37
2 abr 2022,Paraguay,1
3 abr 2022,Germany,1
3 abr 2022,Argentina,99
3 abr 2022,China,3
3 abr 2022,Paraguay,2
3 abr 2022,Mexico,1
3 abr 2022,United States,1
3 abr 2022,Brazil,2
4 abr 2022,Paraguay,1
4 abr 2022,Brazil,1
4 abr 2022,Argentina,210
4 abr 2022,Chile,2
5 abr 2022,United States,7
5 abr 2022,Argentina,230
5 abr 2022,Ecuador,1
5 abr 2022,Colombia,1
5 abr 2022,Paraguay,2
5 abr 2022,Mexico,5
5 abr 2022,China,2
5 abr 2022,Chile,1
5 abr 2022,Bolivia,1
6 abr 2022,Argentina,156
6 abr 2022,Paraguay,1
6 abr 2022,Brazil,47
6 abr 2022,Germany,1
6 abr 2022,Ecuador,1
7 abr 2022,Brazil,28
7 abr 2022,Colombia,1
7 abr 2022,Paraguay,7
7 abr 2022,Mexico,3
7 abr 2022,United States,7
7 abr 2022,United Kingdom,4
7 abr 2022,Canada,13
7 abr 2022,Argentina,111
7 abr 2022,Ireland,1
8 abr 2022,Spain,5
8 abr 2022,Argentina,82
8 abr 2022,Brazil,1
8 abr 2022,Dominican Republic,1
8 abr 2022,(not set),1
8 abr 2022,France,1
